comment,date,drug,effectiveness,ease of use,satisfaction
"Although this treatment helped with the depression, the side effects were awful. Sickness, headaches and feeling very tired, however, they did wear off after about a week, so try to last it out. ",12/22/2008 6:07:32 PM,citalopram oral,4.0,1.0,3.0
"I had post pardom depression. After taking for a week I felt so good. I got back in the game!
Befor this I cryed all the time I would go from one extream to the next.",12/19/2008 5:48:15 PM,citalopram oral,5.0,5.0,4.0
absolutely no side affects with 40 mg.,12/19/2008 3:18:16 PM,citalopram oral,4.0,5.0,5.0
I have been on this for 8 weeks.Started with 10 mg. now on 20mg.How long to get full efects.I feel somewhat better but not where I want to be.,12/18/2008 6:42:56 PM,citalopram oral,3.0,5.0,3.0
there was no change in my condition.,12/18/2008 12:00:16 PM,citalopram oral,1.0,5.0,1.0
I just had no energy taking Citalopram. My doctors just said wonderful things about it so I just kept taking it thinking the fatigue would go away with time. It never did.  It was a really calm feeling and eased any anxiety but wasn't worth the tired feeling I had all day.    ,12/17/2008 7:48:47 PM,citalopram oral,2.0,3.0,1.0
"I've been taking 10mg every morning for 5 weeks now. And it has done wonders for myself, the last 2 weeks have been the best i've felt in years. It truley is a amazing drug to help you get through. From the reviews i've read on here, its not for everybody but no complaints here. Hope this review helps....",12/16/2008 9:02:09 PM,citalopram oral,5.0,5.0,5.0
"Love this medicine.  Didn't know I was depressed for years, just thought I was a bitch.  Had rage and cried alot.  Gets worse that time of the month.  I've taken 20mgs for a week.  Could tell a big difference 2nd day.  I don't feel like I'm obsessed with eating or sex.  If it lowers my sex drive then maybe I'll be even with my boyfriend.  No rage at all.  I don't like taking medicine, but I would never stop taking this.  I feel wonderful!",12/16/2008 5:46:06 PM,citalopram oral,5.0,5.0,5.0
"After suffering from chronic depression for more than 15 years, my doctor put me on 20mg of Lexapro.  After about two months on the Lexapro with incredible results she switched me over to 60mg citalopram generic for cost reasons.  I can truly say that this drug has worked a miracle.  People have said how much better I look and what a huge change there has been in my character.  It has been a life-saver.",12/16/2008 4:07:37 PM,citalopram oral,5.0,5.0,5.0
"It has been a miracle drug for me relieving not only my depression, but also panic disorder, OCD symptoms as well.  My sex life actually has improved tremendously, have not lost drive and can last much longer.  I have gained weight though but am more than happy to accept that for all of the benefits of my new life.  ",12/15/2008 7:12:11 PM,citalopram oral,5.0,5.0,5.0
I have been on citalopram for about 1 month now and I have also had night sweats and vivid dreams in the first 2 wks of treatment.  They are gone now but depression is much worse now than in first wks of treatment.  ,12/13/2008 7:31:43 PM,citalopram oral,3.0,5.0,2.0
"Only took this drug for a week so really didn't expect to see any improvement.  The only side effect I had was significant and resulted in my discontinueing the drug.  I'm embarassed to say that sexually, it prevented me from ""completing the transaction"" - if you get my drift!  Real deal breaker in my book!",12/13/2008 3:53:16 PM,citalopram oral,1.0,5.0,1.0
"My doctor gave me Citalopram 20mg a month ago, but my anxity/panic attcks keep me from taking it. I go through all the what ifs. I cant even get myself to take tylonl at that. The only thing i manage to take is my lorazapam. I cant get myself to take it but im tired of living like this,i limit myself on places to go(not to far from any hospital)dont know why,my kids want to go on a vacation to the beach which it 2 hours away but i cant make the drive..i rufuse to go through the middle of nowhere...i cant do elavotors, public bathrooms with heavy metal doors,no caffine or anything with it cause im scared it might trigger an attack...im so tired of going through all the what if this happens everyday!!Someone please help me!!  I just need to know this med is really safe from the people that actaully take it..email me at  [email protected] Thank you! Jennifer",12/12/2008 4:20:52 AM,citalopram oral,1.0,1.0,1.0
It helped me balance out the chemicals in my head and let me take things in every day life easier.,12/11/2008 11:22:11 PM,citalopram oral,4.0,5.0,4.0
"I have almost been using this med. for a month and at the two week mark I noticed a substancial decrease in my worrying and I have had no panic attacks since then, so far. I feel more confident and am able to focus on daily life more easily. It has been a great experience so far.",12/11/2008 3:19:29 PM,citalopram oral,4.0,5.0,4.0
I was put on citalopram 8 months ago it has done wonders for me.Before treatment I was so depressed I had crazy thoughts just start crying for no reason.Now it don't happen as often       I hope this helps someone.See ya'll later,12/11/2008 3:14:15 PM,citalopram oral,4.0,5.0,4.0
"I appreciate & respect everyone's comments about Citalopram.  I too have had vivid, pleasant dreams, no nightmares.  I have had a significant decrease in libido, but I've actually been able to last longer now with my wife.  I have a great life, wife, kids but always worried about the the 'other shoe dropping' mainly with work.  This drug has taken the edge off, and I feel so much more peaceful, happy now & more comfortable with myself in social situations, more confident. I have not experienced more anger, actually the opposite.  I am only taking 10mg/day in morning (cutting pills in half).  I actually felt WORSE, more jittery, anxious when I was on 20mg (or 10mg of Celexa). I do not feel like I am on a medication. It took alot of courage for me to accept the fact that maybe I needed medical help for my anxiety.  I am not one to normaly take any medical drugs. I tried to work through it, talk with social workers. This drug helps me to take life one day at a time & enjoy it. This medication works for me.",12/9/2008 10:17:41 PM,citalopram oral,5.0,5.0,5.0
I was having a hard time getting to sleep at nite and my mood swings were all over the place. Little things set me off and than my heart would race it seem like forever. Now that I am on 20mg I can handle kid situations and the everyday drama that happens. Love it!!! My only downfall is my sex drive. It seems like it almost disappeared. Has this happened to anyone else? ,12/6/2008 9:17:56 AM,citalopram oral,4.0,5.0,5.0
"I went from 20mg one year ago, to 30mg about 4 months later, and I've been on 40mg for 1 week.  Although it's worked, and I've had very few symptoms...some fatigue, some night sweats (which I hadn't realized were symptoms until now).  I'll by seeing a psychiatrist soon, and am curious to see if he/she will leave me on citalopram (which my doctor always refers to as celexa...confusing!).",12/8/2008 1:36:24 PM,citalopram oral,4.0,4.0,4.0
"I suffer from depression, with intermittent anxiety episodes. I had been on Lexapro for almost 3 years, but I got kicked off my parent's insurance and I couldn't afford it, so I requested generics. I've noticed the same mild side effects I had before: mild tremors, yawning, as well as new ones: difficulty concentrating and vivid dreams (and I take it in the morning). As the weeks pass, I know these will subside. Overall, I'm very happy with Citalopram. It works just as well at helping me through each day, I sleep better and I have an appetite again.",12/8/2008 12:04:50 AM,citalopram oral,4.0,5.0,4.0
"my DR., gave me this drug and he should not have given it to me cause i have liver-disease and siezure-disorder. and as a resolte i ended up in the hospital with a high dilantin-level, low blood-pressure,and low-heart rate. i almost died which i plan on sueing him.",12/6/2008 7:39:38 PM,citalopram oral,1.0,1.0,1.0
"I have beenhaving excessive sweating and urination from taking this medication, As soon as I saw the side effects I told my Doctor to take me off it.  Also muscle and joint pain is something I don'y need with Fibromyalgia.",12/5/2008 9:33:57 PM,citalopram oral,2.0,2.0,1.0
Dealing with grief - months of non-stop crying and intense sadness.  Within 3 weeks I stopped crting and have been able to deal with my grief in a healthy way,12/2/2008 12:44:47 PM,citalopram oral,5.0,5.0,5.0
"i also could not take this medicine at night .So i took it in the morning and felt so much better,love it give it time",12/1/2008 3:37:00 PM,citalopram oral,4.0,4.0,4.0
"this medicine made me hullucinate, have chest pain, be nausieated, all kinds of things. ",12/1/2008 12:07:55 AM,citalopram oral,1.0,1.0,1.0
I started off on Zoloft after my mom died and I delivered a still born.  After a month I switched to 20mg of citalopram and was on that for about 10 months.  Now I'm on a 10 mg dosage and almost completely off of it.  It's made my life soo much better.,11/29/2008 4:05:03 PM,citalopram oral,5.0,5.0,5.0
I HAVE A LOT OF PAIN IN MY BONES AND HAVE TO GET OUT OF BED.SOME TIMES I TAKE A HOT SHOWER HELPS SOME.I WAS PUT ON THIS DRUG BEFORE UNDER GOING BRAIN SURGERY.I DON'T KNOW HOW MUCH LONGER I CAN LIVE LIKE THIS.IT IS MUCH HARDER TO TOLORATE AT NIGHT.,11/24/2008 12:13:15 PM,citalopram oral,1.0,1.0,1.0
